School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,over_25,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_overall,region,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,grad_students,undergrads_non_degree_seeking,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate
South Piedmont Community College,0.5339,0.239,0.1495,0.0182,0.0042,0.0007,0.0196,0.0119,0.0231,0.2984,0.7016,2,1,0.192,,,,,5,6278,,5372,0.3468,0,,1705,1325,,36066,0.5845
Appalachian State University,0.8201,0.0354,0.0717,0.0161,0.0027,0.0004,0.0413,0.0041,0.0082,0.436,0.564,4,1,0.0607,0.7681,600,585,1202,5,13920,,8310,0.7569,0.4739,1762,117,700,1,47975.5,0.5845
Asheville-Buncombe Technical Community College,0.7586,0.0584,0.1084,0.0124,0.0028,0.0012,0.0353,0.0023,0.0206,0.4064,0.5936,2,1,0.3211,,,,,5,7318,,5429,0.2248,0.1081,,2724,2000,,36066,0.5845
Beaufort County Community College,0.5641,0.2563,0.1195,0.0051,0.0029,0,0.0217,0.0029,0.0275,0.3208,0.6792,2,1,0.2209,,,,,5,6403,,5302,0.2975,0,,158,1930,,27754,0.5845
Belmont Abbey College,0.6107,0.1337,0.0153,0.0181,0.0097,0,0.0021,0.0258,0.1845,0.5139,0.4861,3,2,0.1752,0.8065,550,545,1112,5,,21148,5127,0.619,0.5925,,71,1200,5,47975.5,0.5845
Bennett College,0,0.9741,0.0129,0.0065,0,0,0,0.0065,0,0,1,3,2,,0.5896,,,,5,,21356,4752,0.6094,0.7809,,2,1400,3,47975.5,0.5845
Bladen Community College,0.3955,0.2438,0.0659,0,0.2264,0.0012,0.0398,0,0.0274,0.2512,0.7488,2,1,0.3189,,,,,5,7551,,5974,0.5488,0,,422,1850,,27754,0.5845
Blue Ridge Community College,0.7282,0.0508,0.1377,0.018,0.0014,0,0.0274,0.0115,0.0249,0.4171,0.5829,2,1,0.211,,,,,5,10671,,6532,0.3385,0.0988,,1060,1358,,27754,0.5845
Brevard College,0.6662,0.14,0.0956,0.0067,0.0135,0,0.0498,0.0094,0.0188,0.5518,0.4482,3,2,0.0306,0.5875,,,,5,,22933,5098,1,0.7066,,8,1000,2,47975.5,0.5845
Brunswick Community College,0.7013,0.1296,0.0742,0.0049,0.0059,0,0.0376,0,0.0465,0.3798,0.6202,2,1,0.1912,,,,,5,6769,,5222,0.1319,0,,574,1230,,36066,0.5845
Cabarrus College of Health Sciences,0.8009,0.1076,0.0412,0.0137,0.0046,0.0023,0.0275,0,0.0023,0.087,0.913,4,2,0.4146,0.2765,540,515,1063,5,,17115,6989,0.3919,0.8358,36,2,1400,1,36066,0.5845
Caldwell Community College and Technical Institute,0.7964,0.0537,0.0743,0.0134,0.0059,0.0021,0.0202,0.0084,0.0256,0.3887,0.6113,2,1,0.2145,,,,,5,2532,,5257,0.336,0,,1362,1200,,36066,0.5845
Campbell University,0.5843,0.1502,0.0975,0.0241,0.0038,0.0023,0.0522,0.02,0.0656,0.4777,0.5223,4,2,0.2606,0.777,570,560,1132,5,,24544,8881,0.48,0.4922,2205,32,1600,1,47975.5,0.5845
Cape Fear Community College,0.696,0.1143,0.1001,0.0131,0.0082,0.0019,0.0301,0.0071,0.0292,0.428,0.572,2,1,0.2458,,,,,5,8205,,5560,0.3072,0.1134,,1323,1600,,36066,0.5845
Carolina School of Broadcasting,0.3333,0.6275,0.0392,0,0,0,0,0,0,0.6667,0.3333,1,3,0.8039,,,,,5,,21174,,,0.6571,,,,,27754,0.5845
Carteret Community College,0.7939,0.0745,0.0617,0.0058,0.0047,0.0047,0.0349,0.0047,0.0151,0.3562,0.6438,2,1,0.4156,,,,,5,11622,,5163,0.2102,0,,12,1250,,36066,0.5845
Catawba College,0.5954,0.2185,0.0823,0.0085,0.0054,0.0023,0.0377,0.0277,0.0223,0.4592,0.5408,4,2,0.1012,0.4951,515,510,1037,5,,18185,6872,0.6694,0.6727,,24,1400,1,47975.5,0.5845
Catawba Valley Community College,0.6551,0.0737,0.1339,0.0731,0.0023,0.0007,0.0327,0.0149,0.0136,0.4319,0.5681,2,1,0.1901,,,,,5,7007,,5568,0.3,0,,1669,1850,,36066,0.5845
Central Carolina Community College,0.5364,0.1924,0.19,0.0087,0.0081,0.0012,0.0338,0.0078,0.0218,0.3701,0.6299,2,1,0.2245,,,,,5,5694,,5500,0.2534,0,,2366,1440,,27754,0.5845
Central Piedmont Community College,0.3953,0.2721,0.1547,0.0436,0.0045,0.0018,0.0342,0.0596,0.0342,0.4529,0.5471,2,1,0.2887,,,,,5,6002,,5965,0.2886,0,,3046,1637,,36066,0.5845
Chowan University,0.1739,0.6521,0.027,0.0016,0.0095,0,0.0167,0.0318,0.0874,0.5322,0.4678,4,2,0.0302,0.6835,440,440,882,5,,17488,7014,1,0.8845,,,1000,1,47975.5,0.5845
Cleveland Community College,0.6755,0.205,0.0487,0.0074,0.0023,0.0017,0.0289,0.0068,0.0238,0.3584,0.6416,2,1,0.2839,,,,,5,4682,,5554,0.23,0,,770,1200,,27754,0.5845
Coastal Carolina Community College,0.6013,0.1828,0.1492,0.0365,0.0138,0.0101,0,0.0047,0.0016,0.366,0.634,2,1,0.3537,,,,,5,7452,,5235,0.3301,0,,619,1897,,27754,0.5845
Craven Community College,0.589,0.1761,0.1048,0.034,0.0048,0.0036,0.0428,0.0116,0.0332,0.4346,0.5654,2,1,0.3127,,,,,5,10715,,5663,0.2203,0,,462,1300,,36066,0.5845
Davidson County Community College,0.6859,0.1602,0.0618,0.0159,0.0104,0.0008,0.0235,0.0016,0.0399,0.3328,0.6672,2,1,0.2783,,,,,5,6255,,5865,0.2675,0.1294,,1225,1200,,27754,0.5845
Duke University,0.4129,0.0883,0.0969,0.2101,0.0063,0.0003,0.0466,0.0964,0.0423,0.4954,0.5046,4,2,0.0038,0.076,745,780,1522,5,,27020,16863,0.9364,0.2885,10037,103,1434,1,47975.5,0.5845
Durham Technical Community College,0.2941,0.3655,0.2001,0.0533,0.0056,0.0012,0.033,0.0063,0.0409,0.4041,0.5959,2,1,0.4408,,,,,5,7159,,4860,0.1841,0.1021,,1367,1300,,27754,0.5845
East Carolina University,0.6632,0.156,0.0758,0.0251,0.0058,0.0015,0.0386,0.0052,0.0289,0.4384,0.5616,4,1,0.1545,0.7872,560,555,1117,5,15844,,8623,0.7892,0.5275,5570,1089,1490,1,47975.5,0.5845
Edgecombe Community College,0.3369,0.5464,0.0602,0.0021,0.0085,0,0.0149,0.005,0.0262,0.218,0.782,2,1,0.4832,,,,,5,4868,,5561,0.3117,0.3017,,491,1500,,36066,0.5845
Elizabeth City State University,0.1645,0.7092,0.0413,0.0055,0.0037,0.0006,0.0474,0.0062,0.0216,0.4165,0.5835,4,1,0.1779,0.6563,488,475,968,5,2350,,7621,0.8333,0.6167,77,69,850,1,47975.5,0.5845
Elon University,0.7986,0.0545,0.0661,0.0241,0.0016,0.0002,0.0328,0.0206,0.0016,0.3968,0.6032,4,2,0.0053,0.7844,625,615,1265,5,,37230,9436,0.7531,0.2781,811,,900,1,47975.5,0.5845
Fayetteville Technical Community College,0.3408,0.3936,0.1314,0.0178,0.0273,0.0041,0.0514,0.0092,0.0246,0.3848,0.6152,2,1,0.4797,,,,,5,5366,,6169,0.4251,0.361,,2187,1096,,27754,0.5845
Fayetteville State University,0.1956,0.6019,0.0897,0.0146,0.018,0.0016,0.0379,0.0055,0.0352,0.3074,0.6926,4,1,0.3956,0.6851,475,465,974,5,5899,,8638,0.792,0.5688,907,583,420,1,47975.5,0.5845
Forsyth Technical Community College,0.519,0.2312,0.155,0.0188,0.0058,0.002,0.0321,0.0106,0.0255,0.3907,0.6093,2,1,0.3526,,,,,5,4097,,5453,1,0.7463,,1306,1700,,36066,0.5845
Gardner-Webb University,0.6358,0.1578,0.0456,0.011,0.0055,0.0015,0.0195,0,0.1232,0.3502,0.6498,4,2,0.2686,0.6671,545,530,1089,5,,21296,6882,0.9744,0.5938,1519,3,1850,1,47975.5,0.5845
Gaston College,0.5375,0.1213,0.0683,0.0088,0.0038,0.0005,0.0248,0.0122,0.2228,0.3435,0.6565,2,1,0.2953,,,,,5,8486,,5916,1,0,,89,1989,,27754,0.5845
Greensboro College,0.4921,0.2791,0.0423,0.0053,0.0026,0,0.0622,0,0.1164,0.5212,0.4788,4,2,0.105,0.7709,505,495,1000,5,,18764,6175,1,0.6849,154,111,1400,1,47975.5,0.5845
Guilford College,0.5284,0.241,0.1223,0.0251,0.0022,0.0007,0.0435,0.014,0.0228,0.4783,0.5217,4,2,0.1305,0.7501,550,520,1070,5,,22996,7011,0.5642,0.7224,11,168,1270,5,47975.5,0.5845
Guilford Technical Community College,0.3937,0.3789,0.1082,0.0434,0.0061,0.0013,0.0265,0.0098,0.0321,0.4251,0.5749,2,1,0.3621,,,,,5,8584,,6139,0.3859,0.3215,,1562,1096,,36066,0.5845
Halifax Community College,0.349,0.5179,0.0308,0.0049,0.026,0,0.0179,0.0032,0.0503,0.3523,0.6477,2,1,0.2705,,,,,5,3663,,4707,0.2117,0,,471,1400,,27754,0.5845
Haywood Community College,0.8335,0.0567,0.0412,0.0037,0.0192,0.0027,0.0064,0.0018,0.0348,0.3843,0.6157,2,1,0.3401,,,,,5,5780,,5680,0.2305,0,,539,1390,,27754,0.5845
Heritage Bible College,0.2576,0.7273,0.0152,0,0,0,0,0,0,0.3333,0.6667,3,2,0.9394,,,,,5,,,1988,,0.7813,,,1000,,47975.5,0.5845
Isothermal Community College,0.7469,0.1106,0.0745,0.0057,0.0041,0.0008,0.0246,0.0057,0.027,0.4013,0.5987,2,1,0.2296,,,,,5,4837,,5991,0.2932,0,,865,1650,,27754,0.5845
James Sprunt Community College,0.4165,0.2748,0.2463,0.0032,0.0053,0.0011,0.0127,0.0243,0.0159,0.3192,0.6808,2,1,0.1983,,,,,5,3847,,5204,0.2222,0,,320,1800,,36066,0.5845
Johnson C Smith University,0.0147,0.8265,0.0217,0.0028,0.0063,0.0014,0.0035,0.0105,0.1127,0.3968,0.6032,4,2,0.1756,0.4698,450,432,888,5,,19220,6419,0.557,0.8608,59,6,1200,1,47975.5,0.5845
Johnston Community College,0.6305,0.1516,0.1594,0.0074,0.0041,0.0019,0.0201,0.0104,0.0145,0.3508,0.6492,2,1,0.2405,,,,,5,6078,,6272,0.2684,0,,1369,1428,,27754,0.5845
Lees-McRae College,0.7095,0.0672,0.066,0.0036,0.006,0,0.0204,0.0372,0.09,0.3229,0.6771,3,2,0.2064,0.5482,,,,5,,21024,5438,0.5043,0.7039,,15,550,2,47975.5,0.5845
Lenoir Community College,0.5495,0.3092,0.089,0.0054,0.0054,0.0013,0.0221,0.0181,0,0.3447,0.6553,2,1,0.2732,,,,,5,5212,,5146,1,0,,1032,1800,,27754,0.5845
Lenoir-Rhyne University,0.6661,0.1094,0.0861,0.0204,0.0035,0,0.0518,0.0425,0.0204,0.4078,0.5922,4,2,0.0493,0.7794,535,535,1078,5,,18924,7275,1,0.6033,896,127,1160,1,47975.5,0.5845
Leons Beauty School Inc,0.7697,0.0066,0.0921,0.1118,0.0066,0,0,0,0.0132,0.0461,0.9539,1,3,0.2566,,,,,5,,3987,,,0,,,,,27754,0.5845
Livingstone College,0.0296,0.8968,0,0.0018,0.0063,0.0072,0,0.0206,0.0377,0.5072,0.4928,3,2,0.0624,0.5007,420,425,854,5,,18006,5408,0.825,0.9063,,8,1300,1,47975.5,0.5845
Louisburg College,0.2176,0.6745,0.0288,0.0054,0.0108,0,0.054,0,0.009,0.6781,0.3219,2,2,0.0054,0.5974,445,448,880,5,,24772,4639,0.6735,0.9697,,,300,1,36066,0.5845
Mars Hill University,0.6425,0.1749,0.0715,0.0068,0.0116,0.001,0.0415,0.0435,0.0068,0.4609,0.5391,4,2,0.0825,0.6333,520,515,1051,5,,18735,5265,0.9904,0.8193,24,7,,1,47975.5,0.5845
Martin Community College,0.5284,0.3191,0.0106,0,0,0,0,0,0.1418,0.2447,0.7553,2,1,0.1223,,,,,5,6556,,5402,0.1637,0,,593,1100,,36066,0.5845
Mayland Community College,0.8633,0.0051,0.0405,0.0025,0.0076,0,0,0.0051,0.0759,0.3646,0.6354,2,1,0.2456,,,,,5,9035,,5395,0.2215,0,,4,1165,,27754,0.5845
McDowell Technical Community College,0.8522,0.0347,0.0639,0.0164,0.0036,0,0.0128,0.0036,0.0128,0.3558,0.6442,2,1,0.2368,,,,,5,4867,,5156,0.2647,0,,588,1200,,36066,0.5845
Meredith College,0.6742,0.0863,0.0957,0.0361,0.004,0.0013,0.0368,0.0134,0.0522,0,1,4,2,0.0478,0.6472,570,550,1111,5,,23683,7608,0.9937,0.6163,282,33,850,1,47975.5,0.5845
Methodist University,0.4025,0.1772,0.0855,0.0105,0.0117,0.0025,0.0178,0.0966,0.1957,0.5342,0.4658,4,2,0.2388,0.6301,525,520,1040,5,,32906,7161,0.5304,0.5198,322,21,1400,1,47975.5,0.5845
Platt College-Miller-Motte-Wilmington,0.2712,0.6159,0.039,0.0012,0.0166,0.0025,0.0411,0,0.0125,0.1453,0.8547,3,3,0.777,,,,,5,,23998,3958,0.0097,0.6389,,,,,36066,0.5845
Mitchell Community College,0.6697,0.1185,0.1277,0.0216,0.007,0.0011,0.0302,0.0065,0.0178,0.3971,0.6029,2,1,0.1965,,,,,5,6934,,5651,0.2381,0,,1370,1590,,27754,0.5845
Mitchells Academy,0.8889,0,0.1111,0,0,0,0,0,0,0,1,1,3,0.4444,,,,,5,,10115,,,0.5,,,,,27754,0.5845
Montreat College,0.6432,0.1446,0.0689,0.0122,0.0095,0.0095,0.023,0.0351,0.0541,0.5257,0.4743,4,2,0.1813,0.5596,535,501,1042,5,,22946,5394,0.2129,0.766,119,71,1200,1,47975.5,0.5845
University of Mount Olive,0.5396,0.2672,0.0752,0.0085,0.0032,0.0012,0.0376,0.0368,0.0307,0.3517,0.6483,4,2,0.5417,0.5848,500,500,1008,5,,16437,6533,1,0.6727,193,138,1350,1,47975.5,0.5845
College of Wilmington,0.5658,0.2961,0.0724,0,0.0197,0,0.0461,0,0,0.1382,0.8618,1,3,0.6447,,,,,5,,21923,,,0.854,,,,,27754,0.5845
University of North Carolina at Asheville,0.7429,0.0532,0.0882,0.0198,0.0043,0.0009,0.0426,0.0085,0.0395,0.425,0.575,4,1,0.1804,0.84,605,575,1192,5,12061,,8410,0.6869,0.4785,13,300,1200,1,47975.5,0.5845
University of North Carolina at Chapel Hill,0.5876,0.0809,0.0858,0.1149,0.0044,0.0005,0.0493,0.0397,0.0369,0.4035,0.5965,4,1,0.0282,0.2263,690,715,1402,5,12352,,12783,0.7613,0.2541,10723,140,972,1,47975.5,0.5845
University of North Carolina at Charlotte,0.5609,0.1571,0.1089,0.0811,0.0033,0.0009,0.0481,0.0226,0.0171,0.5328,0.4672,4,1,0.129,0.6505,600,605,1196,5,16529,,9822,0.707,0.5036,5545,432,1250,1,47975.5,0.5845
University of North Carolina at Greensboro,0.4572,0.2961,0.1167,0.0522,0.003,0.0006,0.0527,0.0132,0.0083,0.3299,0.6701,4,1,0.1833,0.8246,555,540,1113,5,12748,,8563,0.7566,0.5965,3615,477,1000,1,47975.5,0.5845
North Carolina Central University,0.0527,0.8143,0.0563,0.0094,0.0031,0.0004,0.0492,0.0022,0.0126,0.3146,0.6854,4,1,0.1816,0.6798,490,480,976,5,14732,,8470,0.6331,0.7359,1910,555,1500,1,47975.5,0.5845
University of North Carolina School of the Arts,0.7041,0.0788,0.094,0.0248,0.0086,0.0011,0.0562,0.0205,0.0119,0.4298,0.5702,4,1,0.0355,0.2891,620,570,1202,5,13885,,7694,0.7673,0.5303,157,3,1305,1,47975.5,0.5845
North Carolina State University at Raleigh,0.682,0.058,0.0616,0.0763,0.0043,0.0007,0.0385,0.0365,0.0421,0.5253,0.4747,4,1,0.0665,0.4513,655,680,1349,5,16458,,11062,0.8745,0.3888,10331,1734,1082,1,47975.5,0.5845
North Carolina Wesleyan College,0.2805,0.4166,0.0423,0.0088,0.0115,0.0005,0.0351,0.0664,0.1383,0.4237,0.5763,4,2,0.3524,0.6228,490,475,955,5,,14023,6006,0.2325,0.7115,64,,300,1,47975.5,0.5845
Pamlico Community College,0.487,0.3705,0.044,0.0078,0.013,0.0026,0.0181,0,0.057,0.5751,0.4249,2,1,0.5082,,,,,5,1553,,4901,0.4737,0,,163,1220,,27754,0.5845
William Peace University,0.5316,0.2372,0.124,0.0203,0.0083,0.0012,0.0465,0.0036,0.0274,0.4779,0.5221,3,2,0.1957,0.5049,515,515,1039,5,,24134,5730,0.3611,0.7813,,50,,1,47975.5,0.5845
University of North Carolina at Pembroke,0.3671,0.3163,0.0775,0.0139,0.1396,0.0008,0.0568,0.0128,0.0153,0.3879,0.6121,4,1,0.2534,0.8493,510,495,1013,5,10228,,7439,0.7761,0.6128,1345,83,1505,1,47975.5,0.5845
Pfeiffer University,0.6031,0.2274,0.1048,0.0078,0.0089,0.0033,0.0312,0.0123,0.0011,0.4058,0.5942,4,2,0.1115,0.6378,515,513,1029,5,,33465,6645,1,0.8633,380,,1500,5,47975.5,0.5845
Pitt Community College,0.4592,0.3713,0.0786,0.011,0.007,0.0034,0.0217,0.0068,0.0411,0.3737,0.6263,2,1,0.2571,,,,,5,3478,,5742,0.3957,0.296,,2344,1500,,36066,0.5845
Queens University of Charlotte,0.5544,0.1524,0.1233,0.0284,0.006,0.0006,0.0054,0.0901,0.0393,0.3307,0.6693,4,2,0.1789,0.6522,580,560,1159,5,,25078,7477,0.4813,0.6937,730,79,1200,1,47975.5,0.5845
Randolph Community College,0.6484,0.0604,0.1251,0.01,0.0087,0.0006,0.0149,0.0137,0.1182,0.3516,0.6484,2,1,0.164,,,,,5,6124,,5439,0.1632,0,,1296,1227,,36066,0.5845
Richmond Community College,0.3749,0.2958,0.0376,0.0094,0.1388,0.0007,0.0248,0.006,0.112,0.3085,0.6915,2,1,0.3043,,,,,5,2598,,5980,0.547,0,,1095,1500,,36066,0.5845
Mid-Atlantic Christian University,0.6257,0.2513,0.0749,0.0053,0.0053,0.0053,0.016,0.016,0,0.615,0.385,3,2,0.1212,0.415,515,495,987,5,,20557,4905,1,0.7024,,11,1200,1,47975.5,0.5845
Roanoke-Chowan Community College,0.3109,0.6058,0.0096,0,0.0064,0,0,0.0032,0.0641,0.2788,0.7212,2,1,0.2311,,,,,5,3347,,5937,0.1655,0,,337,1980,,27754,0.5845
Robeson Community College,0.1925,0.2,0.0866,0.0067,0.4649,0,0.0478,0,0.0015,0.2925,0.7075,2,1,0.2487,,,,,5,7538,,6008,0.2992,0,,558,1650,,27754,0.5845
Rockingham Community College,0.6552,0.1625,0.077,0.0046,0.0038,0.0008,0.0236,0.0107,0.0618,0.3867,0.6133,2,1,0.2181,,,,,5,2498,,5305,0.25,0,,702,1500,,36066,0.5845
Rowan-Cabarrus Community College,0.5885,0.1906,0.1253,0.0141,0.0044,0.001,0.0298,0.0247,0.0216,0.3876,0.6124,2,1,0.2221,,,,,5,3036,,5751,0.2541,0,,2491,1800,,27754,0.5845
Saint Augustine's University,0.0044,0.931,0.0044,0.0022,0,0,0,0.0356,0.0222,0.5606,0.4394,3,2,0.0645,0.734,425,415,847,5,,18596,5894,0.561,0.838,,,1000,1,47975.5,0.5845
Sampson Community College,0.381,0.2687,0.2769,0.0067,0.0277,0,0.0172,0.012,0.0097,0.3323,0.6677,2,1,0.2344,,,,,5,9908,,4254,0.3491,0,,93,2300,,36066,0.5845
Sandhills Community College,0.564,0.1856,0.1184,0.0147,0.0324,0.0019,0.0378,0.0116,0.0336,0.3769,0.6231,2,1,0.2317,,,,,5,6970,,5319,0.228,0,,1447,2000,,36066,0.5845
Shaw University,0.0094,0.5641,0.0256,0.0308,0.0026,0.0043,0.1607,0.0487,0.1538,0.4009,0.5991,4,2,0.1405,0.634,,,,5,,19244,5006,0.5537,0.8605,117,4,1300,2,47975.5,0.5845
Paul Mitchell the School-Fayetteville,0.4136,0.3298,0.1152,0,0.0366,0.0052,0.0995,0,0,0.0262,0.9738,1,3,0.4188,,,,,5,,13441,,,0.5451,,,,,27754,0.5845
St. Andrews University,0.2997,0.1892,0.0401,0.011,0.0235,0,0.0318,0.1188,0.2859,0.4461,0.5539,4,2,0.1801,0.4533,476,490,994,5,,22666,4984,0.6338,0.5603,14,20,1000,1,47975.5,0.5845
Stanly Community College,0.6331,0.2099,0.0354,0.0236,0.0077,0,0.0164,0.0123,0.0616,0.2612,0.7388,2,1,0.4034,,,,,5,7714,,4836,0.2324,0,,738,1364,,36066,0.5845
Southeastern Baptist Theological Seminary,0.7702,0.1041,0.061,0.0341,0.0126,0,0,0.0018,0.0162,0.6966,0.3034,4,2,0.2926,0.9246,,,,5,,,5611,0.9048,0,2607,,800,2,47975.5,0.5845
Surry Community College,0.7866,0.0324,0.1348,0.0048,0.0032,0.0011,0.0228,0.0011,0.0133,0.3763,0.6237,2,1,0.1789,,,,,5,6161,,5660,0.2714,0,,1498,1700,,36066,0.5845
Alamance Community College,0.5216,0.1997,0.1549,0.0164,0.0062,0.0003,0.0333,0.0343,0.0333,0.3772,0.6228,2,1,0.278,,,,,5,15869,,5356,0.2463,0,,1088,3114,,36066,0.5845
Tri-County Community College,0.8961,0.0183,0.0305,0.002,0.0163,0.002,0.0122,0.0102,0.0122,0.3666,0.6334,2,1,0.2133,,,,,5,7431,,4885,0.1439,0,,592,1035,,36066,0.5845
Vance-Granville Community College,0.4316,0.3356,0.0829,0.0083,0.0138,0.0022,0.0264,0.0127,0.0865,0.3284,0.6716,2,1,0.2796,,,,,5,2223,,5166,0.444,0,,396,1546,,36066,0.5845
Wake Forest University,0.6923,0.0638,0.0747,0.0335,0.0008,0.0002,0.0375,0.0971,0.0002,0.4683,0.5317,4,2,0.0015,0.296,,,,5,,29990,11978,0.7695,0.2128,3208,2,1500,3,47975.5,0.5845
Wake Technical Community College,0.4899,0.2265,0.1346,0.0436,0.0045,0.0016,0.0341,0.0314,0.0338,0.456,0.544,2,1,0.3341,,,,,5,6876,,5640,0.4442,0.2612,,2860,1800,,27754,0.5845
Warren Wilson College,0.7587,0.0567,0.0858,0.0073,0.0102,0,0.0509,0.0218,0.0087,0.3372,0.6628,4,2,0.0595,0.846,618,560,1198,5,,22858,5773,0.5752,0.5875,85,18,850,5,47975.5,0.5845
Watts School of Nursing,0.6736,0.2014,0.0556,0.0208,0.0069,0.0069,0.0278,0,0.0069,0.0625,0.9375,1,2,0.6667,,,,,5,,,,,0.7532,,,,,27754,0.5845
Western Piedmont Community College,0.7609,0.0642,0.0847,0.0767,0.0027,0.0009,0.0009,0.008,0.0009,0.3979,0.6021,2,1,0.2209,,,,,5,3663,,5542,0.2464,0,,699,1400,,36066,0.5845
Wilkes Community College,0.8245,0.0319,0.0851,0.0073,0.0007,0,0.0273,0.0113,0.012,0.3983,0.6017,2,1,0.1471,,,,,5,2520,,5151,0.2802,0.035,,1188,1700,,27754,0.5845
Wilson Community College,0.3812,0.4203,0.1105,0.0068,0.0029,0,0.0196,0.0254,0.0332,0.2776,0.7224,2,1,0.3112,,,,,5,13652,,5383,1,0.1348,,831,2500,,27754,0.5845
Wingate University,0.537,0.1993,0.0217,0.0214,0.0018,0.0011,0.0808,0.0428,0.0942,0.3935,0.6065,4,2,0.0308,0.8874,515,515,1044,5,,18759,7814,1,0.5759,917,4,2000,1,47975.5,0.5845
Carolina Christian College,0.02,0.94,0.02,0,0,0,0.02,0,0,0.8,0.2,4,2,0.4,,,,,5,,7946,1917,,0.9231,14,,800,,47975.5,0.5845
Winston Salem Barber School,0.25,0.6774,0.0726,0,0,0,0,0,0,0.8226,0.1774,1,3,0.5484,,,,,5,,4354,,,0,,,,,27754,0.5845
Winston-Salem State University,0.0951,0.7916,0.0369,0.0071,0.0038,0.0002,0.0413,0.0124,0.0117,0.2669,0.7331,4,1,0.1677,0.6759,485,475,962,5,12286,,8299,0.68,0.7247,465,126,1300,1,47975.5,0.5845
Western Carolina University,0.791,0.0504,0.0738,0.0111,0.0085,0.0004,0.038,0.0137,0.0131,0.4547,0.5453,4,1,0.1766,0.6871,560,550,1124,5,13722,,7832,0.7086,0.5519,1698,177,1059,1,47975.5,0.5845
Rasmussen University-North Dakota,0.5903,0.1121,0.053,0.028,0,0,0.0296,0,0.1869,0.1542,0.8458,4,3,0.6087,,,,,4,,18939,5469,0.2466,0.783,9,2,180,,36066,0.5845
Bismarck State College,0.848,0.029,0.0441,0.0075,0.0186,0.0014,0.0419,0.0029,0.0065,0.6115,0.3885,3,1,0.2915,,,,,4,9420,,6196,0.9672,0.2729,,949,1100,,36066,0.5845
Pennsylvania State University-Dickinson Law,,,,,,,,,,,,4,1,,,,,,2,,,,,,0,0,,,,0.5845
Nueta Hidatsa Sahnish College,0.061,0.0061,0.0732,0,0.8049,0.0061,0.0488,0,0,0.3049,0.6951,3,1,0.4286,,,,,4,12833,,5018,0.8,0,,39,1200,,36066,0.5845
University of Jamestown,0.7248,0.0655,0.0966,0.0078,0.0011,0.0044,0.0311,0.0666,0.0022,0.5472,0.4528,4,2,0.0319,0.6926,520,515,1103,4,,19413,6624,1,0.6979,207,7,1300,1,47975.5,0.5845
Lake Region State College,0.6881,0.0463,0.0642,0.0104,0.0403,0.003,0.0761,0.0597,0.0119,0.4328,0.5672,2,1,0.1993,,,,,4,9564,,6555,0.8889,0.1549,,1312,1000,,36066,0.5845
Cankdeska Cikana Community College,0.0479,0.0205,0.0068,0,0.9178,0,0.0068,0,0,0.4726,0.5274,2,1,0.5313,,,,,4,6841,,5005,1,0,,14,1400,,36066,0.5845
Mayville State University,0.8,0.0456,0.0573,0.0058,0.014,0.0047,0.0374,0.0304,0.0047,0.3474,0.6526,4,1,0.3092,0.7013,555,510,1065,4,12378,,5778,1,0.4525,25,332,1000,1,47975.5,0.5845
Minot State University,0.6783,0.0391,0.0773,0.011,0.0217,0.0047,0.0438,0.1139,0.0102,0.3876,0.6124,4,1,0.2415,0.6667,510,515,1045,4,11898,,7114,0.4695,0.364,289,483,1100,1,47975.5,0.5845
North Dakota State University-Main Campus,0.8669,0.0268,0.028,0.0146,0.006,0.0007,0.0367,0.0123,0.0081,0.5352,0.4648,4,1,0.0709,0.9356,580,573,1169,4,16584,,9193,0.9756,0.539,2342,252,800,1,47975.5,0.5845
North Dakota State College of Science,0.7974,0.0921,0.0313,0.0102,0.0102,0.0005,0.0404,0.0108,0.007,0.576,0.424,2,1,0.1562,,,,,4,10940,,6761,0.9545,0.3835,,1121,1000,,36066,0.5845
Dakota College at Bottineau,0.5465,0.1686,0.093,0.0116,0.0465,0,0.062,0.0659,0.0058,0.3953,0.6047,2,1,0.2913,,,,,4,9631,,4711,0.4384,0.3173,,490,1100,,36066,0.5845
Williston State College,0.654,0.0583,0.1179,0.0089,0.0101,0.0025,0.076,0.0646,0.0076,0.379,0.621,2,1,0.2067,,,,,4,10760,,6972,1,0.1957,,343,1100,,36066,0.5845
Sitting Bull College,0.0637,0.004,0,0,0.9323,0,0,0,0,0.3267,0.6733,4,1,0.5759,,,,,4,1579,,4571,0.6667,0,28,6,1200,,36066,0.5845
Trinity Bible College and Graduate School,0.8025,0.0617,0.0556,0.0062,0.0247,0,0.0309,0,0.0185,0.537,0.463,4,2,0.1214,0.9074,530,553,1040,4,,19978,4053,0.9375,0.8723,79,11,1000,1,47975.5,0.5845
Turtle Mountain Community College,0.0149,0,0.0043,0,0.9808,0,0,0,0,0.4009,0.5991,3,2,0.4143,,,,,4,,8734,6301,0.7419,0,,62,400,,27754,0.5845
